store,websites,attribute_set,type,category_ids,sku,has_options,exclude_from_supply_needs,name,image,small_image,thumbnail,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,gift_message_available,search_priority,categories_text,deal_start_time,deal_stop_time,price,special_price,cost,weight,price_unit,price_unit_origin,market_price,status,tax_class_id,visibility,enable_googlecheckout,links_exist,inchoo_featured_product,landing_page,product_unit,tilbud,netpris,calculated_unit,weight_unit,ordered_qty,reserved_qty,has_deal,special_from_date,special_to_date,description,short_description,meta_keyword,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_automatically,use_config_qty_increments,qty_increments,use_config_enable_qty_increments,enable_qty_increments,stock_ordered_qty,stock_reserved_qty,stock_ordered_qty_for_valid_orders,shelf_location,is_favorite_warehouse,ideal_stock_level,use_config_ideal_stock_level,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,meta_title,meta_description,custom_design,page_layout,aktuelt,retter,pant_sku,is_recurring,is_imported,show_on_homepage,alphabetAtribute,news_from_date,news_to_date,custom_design_from,custom_design_to,custom_layout_update,num_persons,warehouse,warehouse_location,purch_qty,purch_unit,purch_weight,externalitemid,productunit,productcncode,manufacturer,brand,brand_owner,default_supply_delay,purchase_tax_rate,manual_supply_need_qty,outofstock_period_enabled,manual_supply_need_comments,manual_supply_need_date,outofstock_period_from,outofstock_period_to,product_alcohol,product_excise_tax,upsell_targetrule_position_limit,upsell_targetrule_position_behavior,related_targetrule_position_limit,related_targetrule_position_behavior,price_group,waiting_for_delivery_qty,supply_date
danmark,danmark,todoor,simple,,8410261271101,0,0,Vino Tinto - Don Simon,/8/4/8410261271101png,/8/4/8410261271101png,/8/4/8410261271101png,vino-tinto-don-simon,vino-tinto-don-simon.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Rødvin;Produkter>FOOD,,,32.95,,,1,32.95,29.655,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA,Liter,No,No,Liter,Liter,0,0,,,,Denne Rødvin er fra Spanien.,"Vin, Spiritus & Øl Rødvin Spansk Rødvin","Vino Tinto, Don Simon, rødvin, vin, spanien, alkohol, spansk",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Vino Tinto - Don Simon,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,8410261273105,0,0,Don Simon - Blanco,/8/4/8410261273105png,/8/4/8410261273105png,/8/4/8410261273105png,don-simon-blanco,don-simon-blanco.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,32.95,,,1,32.95,29.655,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA,Liter,No,No,Liter,Liter,0,0,,,,Don Simon - Blanco,"Vin, Spiritus & Øl Hvidvin Spansk Hvidvin","Don Simon, Blanco, hvidvin, vin, alkohol, spanien, spansk",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Don Simon - Blanco,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,8001968003197,0,0,Castel Forte - Valpolicella Amarone,/8/0/8001968003197png,/8/0/8001968003197png,/8/0/8001968003197png,castel-forte-valpolicella-amarone,castel-forte-valpolicella-amarone.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Rødvin;Produkter>FOOD,,,164.25,,,0.75,219,197.1,,Disabled,DK25,"Catalog, Search",Yes,0,0,CANTINE RIONDO,Liter,No,No,Liter,Liter,0,0,,2012-01-17 00:00:00,,Denne rødvin er fra Valpolicella området i Italien.,"Vin, Spiritus & Øl Rødvin Italiensk Rødvin","Castel Forte, Valpolicella, Amarone, italien, italiensk, rødvin, vin, alkohol ",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Castel Forte - Valpolicella Amarone,2,simple,,,,,,No layout updates,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5727510522796,0,0,Western Cape - Rosenburg 2011,/5/7/5727510522796png,/5/7/5727510522796png,/5/7/5727510522796png,western-cape-rosenburg-2011,western-cape-rosenburg-2011.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Rødvin;Produkter>FOOD,,,34.95,,,0.75,46.6,41.94,,Disabled,DK25,"Catalog, Search",Yes,0,0,TASTER WINE A/S,Liter,No,No,Liter,Liter,0,0,,,,Denne rødvin er fra Sydafrika i Western cape som befinder sig i sydvest for landet.,"Vin, Spiritus & Øl Rødvin Sydafrikansk Rødvin","Western Cape, Rosenburg, afrika, afrikansk, rødvin, vin, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Western Cape - Rosenburg 2011,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5704634160783,0,0,Family Reserve - South East Australia,/5/7/5704634160783png,/5/7/5704634160783png,/5/7/5704634160783png,family-reserve-south-east-australia,family-reserve-south-east-australia.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,124.95,,,3,41.65,37.485,,Disabled,DK25,"Catalog, Search",Yes,0,0,GLOBUS WINE A/S,Liter,No,No,Liter,Liter,0,0,,,,Hvidvinen fra vingården Family Rerserve er produceret i syd-øst Australien på druen Chardonnay,"Vin, Spiritus & Øl Hvidvin Sydafrikansk Hvidvin","Family Reserve, australien, australsk, vin, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Family Reserve - South East Australia,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5704634160776,0,0,Family Reserve - South Eastern Australia,/5/7/5704634160776png,/5/7/5704634160776png,/5/7/5704634160776png,family-reserve-south-eastern-australia,family-reserve-south-eastern-australia.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Rødvin;Produkter>FOOD,,,124.95,,,2,62.48,56.232,,Disabled,DK25,"Catalog, Search",Yes,0,0,GLOBUS WINE A/S,Liter,No,No,Liter,Liter,0,0,,,,denne rødvin er fra det syd østlige Australien.,"Vin, Spiritus & Øl Rødvin Australsk Rødvin","Family Reserve, australien, australsk, vin, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Family Reserve - South Eastern Australia,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,3187851001787,0,0,Altenberg de Bergbieten - Alsace Michel Frantz 2007,/3/1/3187851001787png,/3/1/3187851001787png,/3/1/3187851001787png,altenberg-de-bergbieten-alsace-michel-frantz-2007,altenberg-de-bergbieten-alsace-michel-frantz-2007.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,84.95,,,0.75,113.27,101.943,,Disabled,DK25,"Catalog, Search",Yes,0,0,TASTER WINE A/S,Liter,No,No,Liter,Liter,0,0,,,,Denne vin stammer fra vinmarken Altenberg de Bergbieten i området Alsace i Frankrig. Druen som denne vin er produceret på er Riesling.,"Vin, Spiritus & Øl Hvidvin Australsk Hvidvin","Altenberg de Bergbieten, Alsace, Michel Frantz, riesling, hvidvin, vin, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Altenberg de Bergbieten - Alsace Michel Frantz 2007,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7790240072150,0,0,Trapiche - Mendoza Varietals,/7/7/7790240072150png,/7/7/7790240072150png,/7/7/7790240072150png,trapiche-mendoza-varietals,trapiche-mendoza-varietals.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Rødvin;Produkter>FOOD,,,57.95,,,0.75,77.27,69.543,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA - LAGERVAR,Liter,No,No,Liter,Liter,0,0,,,,dette er en rødvin og stammer fra Mendoza området i Argentina.,"Vin, Spiritus & Øl Rødvin Argentinsk Rødvin","Trapiche, Mendoza Varietals, argentina, argentinsk, rødvin, vin, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Trapiche - Mendoza Varietals,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7790240072181,0,0,Mendoza - Trapiche Varietals,/7/7/7790240072181png,/7/7/7790240072181png,/7/7/7790240072181png,mendoza-trapiche-varietals,mendoza-trapiche-varietals.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,57.95,,,0.75,77.27,69.543,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA - LAGERVAR,Liter,No,No,Liter,Liter,0,0,,,,"denne hvidvin stammer fra Argentina, det er et område som hedder Mendoza","Vin, Spiritus & Øl Hvidvin Fransk Hvidvin","Mendoza, Trapiche Varietals, argentina, argentinsk, hvidvin, vin, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Mendoza - Trapiche Varietals,2,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7804330351206,0,0,Valle Central - Santa Rita 120,/7/8/7804330351206png,/7/8/7804330351206png,/7/8/7804330351206png,valle-central-santa-rita-120,valle-central-santa-rita-120.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,63.95,,,0.75,85.27,76.743,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA - LAGERVAR,Liter,No,No,Liter,Liter,0,0,,,,"Denne Hvidvin stammer fra Valle Central i Chile, og den er blevet produceret for at ære de 120 Patrioter som hjalp Chile med at blive selvstændigt i sin tid.","Vin, Spiritus & Øl Hvidvin Chilensk Hvidvin","Santa Rita, Valle Central, vin, alkohol, chile, hvid, rosé, rose",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Valle Central - Santa Rita 120,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7804330611102,0,0,Valle Del Maipo - Santa Rita Rosé,/7/8/7804330611102png,/7/8/7804330611102png,/7/8/7804330611102png,valle-del-maipo-santa-rita-rose,valle-del-maipo-santa-rita-rose.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Hvid- & Rosévin;Produkter>FOOD,,,63.95,,,0.75,85.27,76.743,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA - LAGERVAR,Liter,No,No,Liter,Liter,0,0,,,,Denne Rosévin stammer fra Chile i Valle Del Maipo området.,"Vin, Spiritus & Øl Rosé Vin Chilensk Rosévin","Valle Del Maipo, Santa Rita, Rosé, vin, chile, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Valle Del Maipo - Santa Rita Rosé,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7804330311101,0,0,Santa Rita - Valle Central 120,/7/8/7804330311101png,/7/8/7804330311101png,/7/8/7804330311101png,santa-rita-valle-central-120,santa-rita-valle-central-120-6417.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Rødvin;Produkter>Vin MORE,,,63.95,,,0.75,85.27,76.743,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA - LAGERVAR,Liter,No,No,Liter,Liter,0,0,,,,Denne vin er en rødvin fra Chile og er ment til at hylde de 120 Patrioter som hjalp til at Chile blev Selvstændigt i sin tid.,"Vin, Spiritus & Øl Rødvin Chilensk Rødvin","Santa Rita, Valle Central, vin, alkohol, chile, rødvin",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Santa Rita - Valle Central 120,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,7048351691112,0,0,"Linie Akvavit 41,5 %",/7/0/7048351691112png,/7/0/7048351691112png,/7/0/7048351691112png,linie-akvavit-41-5,linie-akvavit-41-5.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,174.95,,,0.7,249.93,224.937,,Disabled,DK25,"Catalog, Search",Yes,0,0,HANS JUST A/S,Liter,No,No,Liter,Liter,0,0,,,,"Alkohol 41,5%, Farvestof (E 150)","Vin, Spiritus & Øl Spiritus Snaps","Linie, Akvavit, snaps, bitter, spiritus, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,"Linie Akvavit 41,5 %",2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5701410046583,0,0,Øresund Akvavit Klar 38%,/5/7/5701410046583png,/5/7/5701410046583png,/5/7/5701410046583png,oresund-akvavit-klar-38,oresund-akvavit-klar-38.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,72.95,,,0.7,104.21,93.789,,Disabled,DK25,"Catalog, Search",Yes,0,0,TASTER WINE A/S,Liter,No,No,Liter,Liter,0,0,,,,"
Øresund akvavit er som et møde med et oprørt farvand, hvileløse vinde og skræmmende dybder - alt i gådefuld og blød harmoni, med et livsbekræftende og kraftfuldt indtryk. Øresund akvavit er på én gang klar, mild og rund - skabt efter gamle stolte danske traditioner.","Vin, Spiritus & Øl Spiritus Snaps","Øresund, Akvavit, snaps, bitter, spiritus, alkohol",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Øresund Akvavit Klar 38%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5700351651009,0,0,Høker Snaps Klar 32%,/5/7/5700351651009png,/5/7/5700351651009png,/5/7/5700351651009png,hoker-snaps-klar-32,hoker-snaps-klar-32.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,79.95,,,0.7,114.21,102.789,,Disabled,DK25,"Catalog, Search",Yes,0,0,PERNOD RICARD D,Liter,No,No,Liter,Liter,0,0,,,,"En dejlig rund, klar snaps. Let i smagen - let i styrken. Nydes bedst afkølet.","Vin, Spiritus & Øl Spiritus Snaps","Høker, Snaps, bitter, spiritus, alkohol, akvavit",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Høker Snaps Klar 32%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,3258367012113,0,0,Cognac De Luze vs 40%,/3/2/3258367012113png,/3/2/3258367012113png,/3/2/3258367012113png,cognac-de-luze-vs-40,cognac-de-luze-vs-40.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,199.95,,127.76,0.7,285.64,257.076,,Disabled,DK25,"Catalog, Search",Yes,0,0,STRANDGAARDEN W,Liter,No,No,Liter,Liter,0,0,,,,Cognac De Luze vs 40%,"Vin, Spiritus & Øl Spiritus Cognac","Cognac De Luze, vs, alkohol, spiritus, brandy",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Cognac De Luze vs 40%,2,simple,,,,,,,,,,No,No,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,4062400542678,0,0,Sierra Tequila Silver 38%,/4/0/4062400542678png,/4/0/4062400542678png,/4/0/4062400542678png,sierra-tequila-silver-38,sierra-tequila-silver-38.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Spiritus;Produkter>FOOD,,,125.95,,,0.5,251.9,226.71,,Disabled,DK25,"Catalog, Search",Yes,0,0,HANS JUST A/S,Liter,No,No,Liter,Liter,0,0,,,,Sierra Tequila Silver 38%,"Vin, Spiritus & Øl Spiritus Tequila","Sierra, Tequila, drink, alkohol, spiritus",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Sierra Tequila Silver 38%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5000299223017,0,0,Captain Morgan Spiced 35%,/5/0/5000299223017png,/5/0/5000299223017png,/5/0/5000299223017png,captain-morgan-spiced-35,captain-morgan-spiced-35.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,148.95,,,0.7,212.79,191.511,,Disabled,DK25,"Catalog, Search",Yes,0,0,DIAGEO DENMARK,Liter,No,No,Liter,Liter,0,0,,,,Captain Morgan Spiced 35%,"Vin, Spiritus & Øl Spiritus Rom","Captain, Morgan, rom drink, alkohol, spiritus STAVET FORKERT MORGEN = MORGAN",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Captain Morgan Spiced 35%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5703586131148,0,0,Sort Ga-Jol Vodka 30%,/5/7/5703586131148png,/5/7/5703586131148png,/5/7/5703586131148png,sort-ga-jol-vodka-30,sort-ga-jol-vodka-30.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Spiritus;Produkter>FOOD,,,119.95,,,0.7,171.36,154.224,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA,Liter,No,No,Liter,Liter,0,0,,,,Sort Ga-Jol Vodka 30%,"Vin, Spiritus & Øl Spiritus Shots","Sort, Ga-Jol, Vodka, shot, drink, alkohol, spiritus",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Sort Ga-Jol Vodka 30%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5703586160353,0,0,Grøn Ga-Jol Vodka 30%,/5/7/5703586160353png,/5/7/5703586160353png,/5/7/5703586160353png,gron-ga-jol-vodka-30,gron-ga-jol-vodka-30.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Spiritus;Produkter>FOOD,,,119.95,,,0.7,171.36,154.224,,Disabled,DK25,"Catalog, Search",Yes,0,0,AMKA,Liter,No,No,Liter,Liter,0,0,,,,Grøn Ga-Jol Vodka 30%,"Vin, Spiritus & Øl Spiritus Shots","Grøn, Ga-Jol, Vodka, shot, drink, alkohol, spiritus",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Grøn Ga-Jol Vodka 30%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,23023,5700350027119,0,0,Gammel Dansk Bitter Dram 38% 70 cl,/5/7/5700350027119_1.png,/5/7/5700350027119_1.png,/5/7/5700350027119_1.png,gammel-dansk-bitter-dram-38,gammel-dansk-bitter-dram-38.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,84.95,,57.43,0.7,,141.36,109.95,Disabled,DE19,"Catalog, Search",Yes,0,0,PERNOD RICARD DENMARK A/S,Liter,No,No,Liter,Liter,0,0,,,,"Den klassiske Gammel Dansk Bitter Dram blev for første gang rakt over købmandsdisken i 1964. Den er i både smag og udseende forblevet tro mod originalen.Hele hemmeligheden bag den særlige bittersmag ligger i blandingsforholdet mellem de 29 forskellige krydderier og urter fra hele jordkloden - bl.a. angelikarod, muskatnød, anis, ingefær og rønnebær. Du kan måske ikke direkte smage, hvad de enkelte ingredienser gør for smagen. Men du ville sikkert hurtigt kunne smage, hvis et af krydderierne manglede.

Aroma: Bitter med et strejf af krydderurter
Smag: Behagelig bitterhed med en god lang krydret finish
Farve: Kobber",Gammel Dansk Bitter Dram 38% ,"spiritus, sprit, bitter, dram, gammel, dansk",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,3015,0,,1,Gammel Dansk Bitter Dram 38% 70 cl,2,simple,,,,,,No layout updates,,,,No,No,,Hovedret,,,,,,,NLS01,,6,,1.2,,,2208,TG-000001,Gammel Dansk,Calgros,,,,,,,,,0.38,14.46641,,,,,,,
danmark,danmark,todoor,simple,23025,5700350016212,0,0,Aalborg Export Akvavit 38% ,/5/7/5700350016212.png,/5/7/5700350016212.png,/5/7/5700350016212.png,aalborg-export-akvavit-38,aalborg-export-akvavit-38.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Akvavit & Bitter;Produkter>FOOD,,,89.95,,62.58,0.7,151.36,134.94,114.95,Enabled,DE19,"Catalog, Search",Yes,0,0,PERNOD RICARD DENMARK A/S,Liter,No,No,Liter,Liter,0,0,,,,"Aalborg Export Akvavit er den klassiske, gyldne danske akvavit. Den blev lanceret tilbage i 1913, og som navnet antyder, var den oprindelig især tiltænkt eksport. I dag er Aalborg Export Akvavit en fast gæst på de danske frokostborde. Og forståeligt nok. Med et alkoholindhold på 38% og en elegant afrunding med madeira er Aalborg Export Akvavit en både lettilgængelig og smagfuld oplevelse. Styrkemæssigt placerer den sig midt i skalaen.

Aalborg Export Akvavit er med sin afbalancerede smag en glimrende ledsager til især lette frokostretter, men også klassiske danske frokost- og middagsretter.

Smagsstyrke: Middel
Servering: Køl/Frys
Krydderoplevels: Kommen og Madeira",Aalborg Export Akvavit 38% ,"spiritus, sprit, snaps, akvavit, ålborg, aalborg, export",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,3010,0,,1,Aalborg Export Akvavit 38% ,2,simple,,,,,,,,,,No,No,,Hovedret,,,,,,,NLS01,,6,,1.2,,,2208,TG-000001,Aalborg,Calgros,,,,,,,,,0.38,14.46641,,,,,,,
danmark,danmark,todoor,simple,,3364048109536,0,0,Braastad VS Cognac 40%,/3/3/3364048109536png,/3/3/3364048109536png,/3/3/3364048109536png,braastad-vs-cognac-40,braastad-vs-cognac-40.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,179.95,,,0.7,257.07,231.363,,Disabled,DK25,"Catalog, Search",Yes,0,0,HANS JUST A/S,Liter,No,No,Liter,Liter,0,0,,,,Braastad VS Cognac 40%,"Vin, Spiritus & Øl Spiritus Cognac","Braastad, VS, Cognac, brandy, drink, alkohol, spiritus",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Braastad VS Cognac 40%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,5000289020602,0,0,"Gordon´s Dry Gin 37,5%",/5/0/5000289020602png,/5/0/5000289020602png,/5/0/5000289020602png,gordon-s-dry-gin-37-5,gordon-s-dry-gin-37-5.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Spiritus;Produkter>FOOD,,,119.95,,,0.7,171.36,154.224,,Disabled,DK25,"Catalog, Search",Yes,0,0,DIAGEO DENMARK,Liter,No,No,Liter,Liter,0,0,,,,"Gordon´s Dry Gin 37,5%","Vin, Spiritus & Øl Spiritus Gin","Gordon´s, Dry, Gin, drink, alkohol, spiritus",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,"Gordon´s Dry Gin 37,5%",2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,4034100029087,0,0,Underberg 3 pak,/4/0/4034100029087png,/4/0/4034100029087png,/4/0/4034100029087png,underberg-3-pak,underberg-3-pak.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Akvavit & Bitter;Produkter>Fødevarer,,,34.95,,,60,582.5,524.25,,Disabled,DK25,"Catalog, Search",Yes,0,0,VALORA TRADE,Liter,No,No,ml,Liter,0,0,,,,Alkohol 44%,"Vin, Spiritus & Øl Spiritus Bitter","Underberg, bitter, spiritus, alkohol, akvavit",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Underberg 3 pak,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,3171873310354,0,0,"Jaburn & Co. Whisky 37,5%",/3/1/3171873310354png,/3/1/3171873310354png,/3/1/3171873310354png,jaburn-co-whisky-37-5,jaburn-co-whisky-37-5.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Spiritus;Produkter>FOOD,,,85.95,,,0.7,122.79,110.511,,Disabled,DK25,"Catalog, Search",Yes,0,0,SLAUR CHAUVET S,Liter,No,No,Liter,Liter,0,0,,,,"Jaburn & Co. Whisky 37,5%","Vin, Spiritus & Øl Spiritus Whisky","Jaburn, Whisky, drink, alkohol, spiritus",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,"Jaburn & Co. Whisky 37,5%",2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danmark,danmark,todoor,simple,,3254732161035,0,0,Renault Carte Noir 40%,/3/2/3254732161035png,/3/2/3254732161035png,/3/2/3254732161035png,renault-carte-noir-40,renault-carte-noir-40.html,Block after Info Column,,,,Use config,10000,Øl & Vin>Whisky & Cognac;Produkter>FOOD,,,24.95,,,30,831.67,748.503,,Disabled,DK25,"Catalog, Search",Yes,0,0,ALTIA DENMARK A,Liter,No,No,ml,Liter,0,0,,,,Renault Carte Noir 40%,"Vin, Spiritus & Øl Spiritus Cognac","Renault, Carte, Noir, cognac, brandy, alkohol, drink, spiritus",9999,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,0,,0,,1,Renault Carte Noir 40%,2,simple,,,,,,,,,,,,,Hovedret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
